Article;title;Title;
6841449;Sony Cycle Energy NHAAB2KN 2000 mAh AA Pre-Charged Batteries (2 Pack);Sony Cycle Energy NHAAB2KN 2000 mAh AA Pre-Charged Batteries (2 Pack);"Long Description:

The Sony Cycle Energy NHAAB2KN is a set of two AA batteries that have already been charged so that you can use them immediately. They have a full charge capacity of 2000 mAh, which is three times as long as an alkaline battery. Plus, these AA batteries can be recharged up to one thousand times, and they have a low self discharge rate when you do. This means that they will not lose the ability to charge to full capacity right away. Additionally, a full charge can last as long as 7 hours.

Short Description:
<ul>
<li>2 precharged AA batteries</li>
<li>Full charge capacity of 2000 mAh</li>
<li>Lasts three times as long as an alkaline battery</li>
<li>Self discharge rate is low</li>
<li>A full charge can lost as long as 7 hours</li>
<li>The batteries can be charged up to 1000 times</li>
</ul>"
6841453;Sony RK-G136 Audio Connecting Cord;Sony RK-G136 Audio Connecting Cord;"Long Description:

The Sony RK-G136 Audio Connecting Cord is a cable for connections between two mini-plugs. It is meant for connecting mini headphones to a cassette player for transferring and recording audio, or any other mini-plug devices. The Sony RK-G136 works with CFD-G55, D-CJ506CK, D-EQ550PINK, and the NT-2 devices. The cord length extends to 1.5 meters, or 5 feet. Its purpose is to transfer audio signals from your portable audio devices to a speaker system or an audio recorder.
   
Short Description:
<ul>
<li>Has a length of 1.5 meters, or 5 feet</li>
<li>Cord has mini-plugs on each end</li>
<li>Meant to connect your music players to a speaker system or audio recorder</li>
<li>Works with Sony's CFD-G55, D-CJ506CK, D-EQ550PINK, and the NT-2 devices</li>
</ul>"
6841457;Sony VGP-AC10V2 - Power Adapter;Sony VGP-AC10V2 - Power Adapter;"Long Description:

The Sony VGP-AC10V2 is a plug in power adapter that is meant for use with the Sony VAIO P Series Lifestyle PC's. This Sony power adapter can be used as a backup or for replacement if you ever happen to lose the one that came with your Sony VAIO P Series Lifestyle PC. It is light and it wraps up nicely, which makes it easy to bring around with you. It is a two pin power cord that weighs 0.24 pounds and can extend up to 3.1 feet. In addition, it has an output of 10.5 voltage. 


Short Description:

<ul>
<li>AC Plug Power Adapter</li>
<li>Meant for Sony VAIO's P Series Lifestyle PC</li>
<li>Weighs 0.24 pounds and Extends 3.1 feet.</li>
</ul>"
6841461;Sony RK-G129 Audio Connecting Cable for Portable Player to Amplifier (1.5 meters);Sony RK-G129 Audio Connecting Cable for Portable Player to Amplifier (1.5 meters);"Long Description:

The Sony RK-G129 is an audio connection cable for connecting your audio devices to an amplifier. These audio devices include portable music player you have. On one end, there are the two stereo mini plugs for connecting to your amplifier, and there is a phono plug on the other end to connect to your portable audio device. The Sony RK-G129 audio connection cable extends up to 4 feet and 11 inches, and its superior performance will make sure that your sound quality remains high.

Short Description:
<ul>
<li>Connects your portable music player to an amplifier</li>
<li>Two stereo mini plugs, and a phono plug</li>
<li>Its length is 4 feet and 11 inches</li>
</ul>"
6841465;Sony VMC20FR AV Cable;Sony VMC20FR AV Cable;"Long Description:

The Sony VMC20FR AV Cable is a Handycam audio and video adapter cable. It is compatible with all camcorders with AV mini plugs, which is a pin plug. On the other end of the plug are the standard red, white, and yellow RCA plugs to connect to your monitor. Plus, it extends 2 meters, which gives you enough space to step away from the monitor you are displaying it on. The Sony VMC20FR AV cable embodies high standards of signal transmission.

Short Description:
<ul>
<li>Compatible with any camcorder that has an AV mini plug</li>
<li>Connects with AV mini plug on one and and RCA plugs on the other</li>
<li>The cord extends as far as 2 meters</li>
<li>    Lanc-Mic Adaptor VMC-20FR</li>
</ul>"
6841469;Sony 30DPR47RS4 DVD+R Recordable Media 16X 4.7GB 30-Pack Spindle;Sony 30DPR47RS4 DVD+R Recordable Media 16X 4.7GB 30-Pack Spindle;"Long Description:

The Sony 30DPR47RS4 is a set of 30 recordable DVD+R discs. Their 16x label indicates that they are designed for fast recording speeds. Each disc has 4.7 GB of storage, which comes out to over two hours of MPEG2 video. These Sony 30DPR47RS4 discs are great for storing music, videos, and other multimedia files. Especially since they have a storage capacity that is 7 times larger than an ordinary CD-R

Short Description:
<ul>
<li>Includes 30 DVD+R discs</li>
<li>16x recording spped</li>
<li>4.7 GB storage capacity</li>
<li>Storage capacity is 7 times larger than a CD-R</li>
</ul>"
6841473;Sony AC-L200 AC Adapter;Sony AC-L200 AC Adapter;"Long Description:

The Sony AC-L200 is an AC Adapter that works with you compact Sony Handycam camcorder to provide reliable power for when you are in a long recording session. In addition, it is a good idea to use the AC-L200 while you are transferring all your footage onto your computer. Transferring your footage takes a lot of power to do, and you should not risk having the battery pack failing on you if you happen to leave the room at that time.

The AC-L200 is small and lightweight, which makes it easy to carry around with you. It weighs only 6 ounces, and has the dimensions of 1 8/9 x 1 1/7 x 3 3/16 inches. Plus, it is compatible with any ordinary power outlet. The AC-L200 is compatible with any F, P and A Series InfoLithium batteries, in addition to with all Handycam camcorders.

Short Description:
<ul>
<li>Works with all Sony Handycam camcorders and F, P, and A series InfoLithium batteries</li>
<li>Weights 6 ounces</li>
<li>Dimensions are 1 8/9 x 1 1/7 x 3 3/16 inches</li>
</ul>"
6841477;Sony BC-TRV Travel Charger;Sony BC-TRV Travel Charger;"Long Description:

This Sony BC-TRV Travel Charger is compatible with Sony V, P, and H series batteries. It has a universal compatibility of 100V to 240V. Plus, it has an LED light to display its charging status at one of three levels. Thus, you will know exactly when it is fully charged. The plug on the device folds in when you are not using it, and it features a compact design to make it even more portable.

Short Description:

<ul>
<li>Compatible with Sony V, P, and H series batteries</li>
<li>Universal compatiblity between 100V and 240V</li>
<li>LED light displays its charging status at three levels</li>
<li>The plug folds in when it is not in use</li>
</ul>"
6841481;Sony E-Mount SEL16F28 16mm f/2.8 Wide-Angle Alpha E-Mount Lens;Sony E-Mount SEL16F28 16mm f/2.8 Wide-Angle Alpha E-Mount Lens;"Long Description:

The Sony E-Mount SEL16F28 is an Alpha E-Mount wide angle lens with a focal length of 16 mm and a large aperture size of f/2.8. It is compatible with Sony Alpha NEX digital cameras, and it is only 0.8 of an inch long. It can be used for manual and automatic focusing when capturing images and videos.

The f/2.8 aperture is fast to help capture as much light as possible to produce images with a high level of clarity. The wide angle of the lens can provide an 83 degree angle of view with a minimum distance of 9.4 inches for focusing. These features make the E-Mount SEL16F28 ideal for many applications including shooting landscapes and portraits.

Short Description:
<ul>
<li>Wide angle lens</li>
<li>16 mm focal length and f/2.8 aperture size</li>
<li>83 degree angle of view</li>
<li>Lens is 0.8 of an inch long</li>
<li>Weighs 2.5 ounces</li>
<li>Compatible with Sony Alpha NEX digital cameras</li>
</ul>"
6841485;Sony SDHC Card 32 GB SF-32N4;Sony SDHC Card 32 GB SF-32N4;"Long Description:

This Sony SF-32N4 is an SDHC Card with 32 GB of storage capacity. It works with any devices that are compatible with SD and SDHC memory card's. These devices include digital cameras, camcorders, portable music players, and computers. With a class 4 speed, the SF-32N4 is designed for the storage and transfer of high definition video and high resolution images. Plus, it is suitable for your music and any other files that you want to back up or transfer.

The SF-32N4 also comes with free downloads for two different types of software. One allows you to recover any files that have become damaged, or you may have deleted by accident. The other one is for personalizing slideshows for sharing your images. With 32 GB of storage, the SF-32N4 can hold 4,900 14 megapixel images and 13 hours and 10 minutes of high definition video.

Short Description:
<ul>
<li>Works with any device that has slots for SD and SDHC cards</li>
<li>Class 4 Speed</li>
<li>Ideal for high definition video and high resolution images</li>
<li>Actual storage capacity is 30 GB</li>
<li>Holds up to 4,900 images at 14 megapixels</li>
<li>Holds up to 13 hours and 10 minutes of high definition video</li>
</ul>"
6841489;Sony Wireless Stereo Headset (PS3);Sony Wireless Stereo Headset (PS3);"Long Description:

This Sony Wireless Stereo Headset is the official wireless headset of Sony's PlayStation 3 console. It offers 7.1 virtual surround sound that makes you feel like you are right in the game. More so, this superior sound quality will help you hear your enemies before they figure out where you are. If you are playing online, you will be able to hear your friends and teammates clearly with no interruption. You communicate with them with the headsets retractable microphone. Plus, you will see updates on the screen as to who you are communicating with.

The Sony Wireless Stereo Headset has an internal rechargeable battery that has a life of seven hours on a full charge. In addition, this headset can be used with your PC and Mac computers. Thus, the high quality sound can accommodate your experience when you watch movies or listen to music. The headset has large earpads to fit comfortably around your ears. Plus, it has adjustable volume and a mute button.

Short Description:
<ul>
<li>PlayStation 3's Official Wireless Headset</li>
<li>7.1 virtual surround sound</li>
<li>Retractable microphone to communicate with friends online</li>
<li>Oversized earpads fit comfortably around your ears</li>
<li>Compatible with your PC and Mac computers</li>
</ul>"
6841493;Sony 32 GB Flash Memory Card;Sony 32 GB Flash Memory Card;"Long Description:

This Sony Flash Memory Card holds 32 GB of data. This is as much as 6 hours of video, 12,000 images, or 545 hours of music. It can be attached to any device that has slots for SD cards, which make it perfect for your digital camera and camcorder. It has the distinction of being a class 4 speed SD card. This is recommended for use with AVCHD format files. These types of files are known to be high definition video and high resolution images. In addition, this Sony 32 GB memory card comes with two types of software. One is to help organize and share your files, while the other is to get back any files you may have deleted.  Plus, there is a little area on the memory card to write on so that you can keep it organized and easy to find.

Short Description:
<ul>
<li>Class 4 Speed is optimal for AVCHD format files</li>
<li>32 GB equals 6 hours of video, 12,000 images, or 545 hours of music</li>
<li>Compatible with any device that has SD card slots</li>
</ul>"
6841497;Sony 8 GB Flash Memory Card;Sony 8 GB Flash Memory Card;"Long Description:

The Sony 8 GB Flash Memory Card can be used for many applications. It can connect to your digital cameras and camcorders, as well as any other devices that have slots for SD flash cards. This model is recommended for AVCHD format files, because it has a class speed of 4. The class 4 speed indicate its reliable for quickly transferring and storing high definition video and high resolution images. In addition, it has software that will help you recover anything you accidently deleted. There is also an area on the 8 GB flash card for labelling it. This will keep all your memory cards organized. Additional software it comes with helps you share your files, and create a presentation to share your images.

Short Description:
<ul>
<li>Class 4 Speed is ideal for high definition video and high resolution images</li>
<li>Compatible with all devices that have SD card slots</li>
<li>Has an area on it for you to label it</li>
<li>Comes with software to help you organize and share your photos</li>
<li>Includes software to recover deleted files</li>
</ul>"
6841501;Sony 8 GB PRO-HG Duo HX Memory Stick;Sony 8 GB PRO-HG Duo HX Memory Stick;"Long Description:

The Sony 8 GB PRO-HG Duo HX is a memory stick that is 4.59 inches long and 0.60 inches tall. The light and compact memory stick has 8 GB of storage capacity for you digital cameras, camcorders, or any device that has slots for memory sticks. It is perfect for storing and transferring your high resolution images and high definition videos. Compared to previous models, the PRO-HG Duo one is 4 times as fast with its transferring speeds. 

Short Description:
<ul>
<li>Actual capacity is 7.35 GB</li>
<li>4 times as fast for transfering files compared to the Pro Duo model</li>
<li>Compatible with digital cameras, camcorders, and any device with a slot for memory sticks</li>
<li>Stores high resolution images and high definition videos</li>
</ul>"
6841505;Sony SDHC Card 16 GB SF-16N4 (Black);Sony SDHC Card 16 GB SF-16N4 (Black);"Long Description:

The Sony SF-16N4 is an SDHC Card with 16 GB of storage. It works with any device with a slot for SD and SDHC memory cards. This includes digital camera, camcorders, portable music players, and computers. Thus, it is perfect to use for storing your images, videos, music, and any other files. However, it has a class 4 speed, which means it offers the quality performance needed to store and transfer high definition movies and high resolution images. 

The SF-16N4 comes with a free download of file rescue software to help you retrieve lost images, videos, or any other files you may have damaged or accidently deleted. Plus, you get to download x-Pict Story. With this software, you get to put together unique slideshows of all your images with display effects and music to accompany the presentation.

The SF-16N4 has an actual capacity of 14.4 GB. This storage capacity can hold up to 2,400 images with 14 megapixel resolution. Further, it can hold up to 6 hours and 35 minutes of high definition video at a bit rate of 5 Mps, or 1 hour and 55 minutes of footage at 24 Mps.

Short Description:
<ul>
<li>Actual capacity of 14.4 GB</li>
<li>Holds up to 2,400 images with 14 megapixels</li>
<li>Holds up to 6 hours and 35 minutes of video at 5 Mps</li>
<li>Holds up to 1 hour and 55 minutes of video at 24 Mps</li>
<li>Free download of file recovery software and unique slideshow software</li>
<li>Works with any device that has slots for SD and SDHC cards</li>
</ul>"
6841509;Sony SF-4N4 4 GB SDHC Card;Sony SF-4N4 4 GB SDHC Card;"Long Description:

The Sony SF-4N4 is an SDHC card with 4 GB of storage for your images, video, and music. It works with a lot of devices from different companies. It can hold as many as 600 high resolution images with 14 megapixels. Plus, it supports high definition video for up to 1 hour and 35 minutes. It has class 4 speed, which makes it ideal for storing and transferring AVCHD format files. The Sony SF-4N4 comes with software to help you organize your images to help share them.

Short Description:
<ul>
<li>Actual capacity is 3.6 GB</li>
<li>Holds 600 high resolution images with 14 megapixels</li>
<li>Stores up to 1 hour and 35 minutes of high definition video</li>
<li>Class 4 speed is ideal for the AVCHD format</li>
<li>Comes with software to help organize your images into a slideshow</li>
</ul>"
6841513;Sony 8GB E Series Walkman Video MP3 Player (Blue);Sony 8GB E Series Walkman Video MP3 Player (Blue);"Long Description:

This Sony E Series Walkman is a blue video and audio player that has 8 GB of internal storage. It features a vivid 2 inch LCD color display. This device is perfect for storing your music, videos, images, and files. It also has an FM tuner, an alarm, and a sleep timer. The Sony E Series Walkman runs on an internal lithium-ion battery that charges with a USB cord for connection to your computer. A full charge will last for 50 hours of playing music and 10 hours of playing video.

The audio produced by the E Series Walkman is clear and powerful with digital enhancement technology that gets the best performance out of your compressed audio and video files. One cool feature it has is SenseMe. This feature will automatically generate playlists for you based on the tempo of the music. To store your files on the E Series Walkman, all you have to do is use the USB cord to connect to your Windows PC. Then, you have to have iTunes or Windows Media Player software. Once in the software, you just have to drag your files into where the Walkman is displayed. 

Short Description:
<ul>
<li>Stores music, video, images, and files</li>
<li>Lithium-ion battery lasts for 50 hours of music and 10 hours of video</li>
<li>SensMe feature automatically makes playlists based on the tempo of the song</li>
<li>2 inch LCD screen</li>
<li>Drag files onto the Walkman in iTunes or Windows Media Player</li>
</ul>"
6841517;Sony BDP-BX58 Blu-ray Disc Player 3D Built-in Wireless;Sony BDP-BX58 Blu-ray Disc Player 3D Built-in Wireless;"Long Description:

The Sony BDP-BX58 is Blu-ray Disc Player with 3D capability. It supports the full high definition 1080p display of Blu-ray discs, and it also improves the quality of your regular DVD's to display in near high definition quality. The Sony BDP-BX58 lets you enjoy all the Blu-Ray and DVD discs you have at home, but there are so many more options you can experience through its built-in wireless connection. Once your Blu-Ray player is connected to the Internet, there are many more options for you to choose from. You can stream movies, television, videos, and music from popular applications such as Netflix, YouTube, Pandora Radio, and HuluPlus. 

There are many other applications, and the BDP-BX58 will automatically update itself with new applications while keeping the popular ones. The Sony BDP-BX58 lets you enjoy the wireless streaming of all the content you own with Sony's Digital Living Network Alliance (DLNA) standards. In addition, you will be able to use an application to use your iPhone, iPad, and Androids as a remote control for the Blu-Ray player.

Short Description:
<ul>
<li>Displays high definition 1080p Blu-Ray discs</li>
<li>Compatible with DVD's, and upscales their quality to near high definition</li>
<li>Wireless connectivity enables you to enjoy man apps to stream movies, television shows, videos, and music</li>
<li>Download the Media Remote app for your iPhone, iPad, and Androids</li>
</ul>"
6841521;Sony SOCOM 4: U.S. Navy Seals (PS3);Sony SOCOM 4: U.S. Navy Seals (PS3);"Long Description:

Sony SOCOM 4: U.S. Navy Seals is a game meant for Sony's PlayStation 3. It has you give orders on the battlefield to have your squad to perform tactics to outperform the enemy. It delivers a full experience with a lot precision control in regards to shooting, fighting, and commanding. The gameplay is a third person tactical shooter. You control a brand new character who has the job of leading a squad of 5 NATO special forces members. 

The campaign takes place in Southeast Asia, and it lasts over the course of six days. A revolt in the country is occurring, and you and your squad have to rescue the whole country. The situation must be neutralized before a war breaks out.

The online multiplayer mode uses team gameplay with up to as many as 32 other players. Sony SOCOM 4 works with the DualShock 3 controller, PlayStation's Move device and it supports PlayStation's Bluetooth headsets to communicate commanding orders to your squad.

Short Description:
<ul>
<li>Command your squad with the DualShock 3 controller, or with PlayStation's Move and Bluetooth headsets</li>
<li>Precise control over shooting, fighting, and commanding</li>
<li>Online multiplayer supports as many as 32 players</li>
</ul>"
6841525;"Sony 16GB 9.4"" Tablet S";"Sony 16GB 9.4"" Tablet S";"Long Description:

This is an Android tablet from Sony and it has a storage capacity of 16 GB. It features a superior display of callers with Sony's TruBlack technology. This display is on a 9.4 inch LCD touch screen. In addition, the display utilizes NVIDIA 1.0GHz Tegra 250S Dual-Cortex A9 processor. It uses the Android Honeycomb operating system, and it has Wi-Fi and Bluetooth capabilities for connecting to a keyboard and a mouse. You will have unlimited access to all the applications that the Android Market has to offer. This Sony tablet has an SD card slot, and a port for Micro A/B USB's. Additionally, there is a 0.3 megapixel camera on the front and a 5.0 megapixel camera on the back.

Short Description:
<ul>
<li>9.4 inch LCD touch screen with Sony's TruBlack technology</li>
<li>NVIDIA 1.0GHz Tegra 250S Dual-Cortex A9</li>
<li>16 GB storage</li>
<li>Uses Android's Honeycomb OS</li>
<li>WiFi 802.11 a/b/g/n and Bluetooth 2.1+EDR</li>
<li>SD card slot and A/B USB port</li>
<li>0.3 MP camera in the front, and a 5 MP camera on the back</li>
<li>Download applications from the Android App Market</li>
</ul>"
6841529;"Sony Bravia KDL-32EX500 32"" 1080p LCD TV";"Sony Bravia KDL-32EX500 32"" 1080p LCD TV";"Long Description:

The Sony Bravia KDL-32EX500 is 32 inch 1080p LCD TV screen that is great for viewing standard and high definition content. It displays full high definition video with a smooth refresh rate of 120 Hz. It features the BRAVIA Engine 2 that provides the image with high contrast and clarity, along with vivid colors. There is also an internal ambient sensor that will adjust the picture settings based on the lighting in the room. 

The Bravia KDL-32EX500 has a USB input to connect any USB device, which can include MP3 players, your smartphone, or a hard drive. In addition, it has 7 HDMI inputs so that all your external devices can stay connected. This includes your Blu-Ray player, or any video game consoles that have HDMI input capability.

Short Description:
<ul>
<li>32 inch screen</li>
<li>1080p high definition display</li>
<li>120 Hz refresh rate</li>
<li>Bravia Engine provides high contrast and clarity</li>
<li>7 HDMI inputs and a USB input</li>
<li>Ambient sensor will adjust the picture based on the lighting in the room</li>
</ul>"
6841533;Sony WCS-999 Camera Mountable 900 MHz Lavalier Microphone System;Sony WCS-999 Camera Mountable 900 MHz Lavalier Microphone System;"Long Description:

This Sony WCS-999 is a Lavalier microphone system that can be mounted onto your camera. The set features a Lavalier Mic, transmitter, receiver, earphone for monitoring, and three channels to choose from for minimal audio disruption.  It is compatible with your camcorders and portable audio recording devices. The transmission works at a distance as far as 150 feet, but environmental conditions can shorten its range. To record its high quality audio, it uses a 900 MHz FM transmission. 

The Sony WCS-999's receiver is capable of being mounted on your camera. The microphone in the transmitter is capable of picking up sound in all directions. To monitor how the sound quality is, the receiver has an earphone to listen to the incoming audio. The WCS-999 also has a mixing feature that lets you attach a second wired microphone that connects right to the receiver. The audio from both microphones are then mixed together for output on the receiver.

Short Description:
<ul>
<li>Includes Lavalier microphone, transmitter, receiver, earphone for monitoring, and the use of three channels</li>
<li>Transmission range is 150 feet</li>
<li>High quality audio is recorded with 900 MHz FM transmission</li>
<li>Mixing feature allows a wired microphone to connect to the receiver</li>
</ul>"
6841537;Sony Cyber-shot DSC-TX100 Digital Camera (Red);Sony Cyber-shot DSC-TX100 Digital Camera (Red);"Long Description:

This Sony Cyber-shot DSC-TX100 is a red digital camera, which provides optimal performance with the help of a 16 megapixel Exmor R CMOS sensor. It is only 1 inch thick and 4 inches long. Additionally, its wide zoom lens has 4x magnification, and it features quick and accurate automatic focus. Images have reduced blur thanks to the SteadyShot feature, and it can run as fast as 10 frames per second for capturing the right shot. The Sony Cyber-shot DSC-TX100 also captures high definition video with a resolution of 1080.

The DSC-TX100 has a 3.5 inch OLED touch display for viewing your content and looking through all the menu options. One such option is the Panorama Mode that lets you sweep around in a circle for it to assemble a two or three dimensional panoramic shot. 

Short Description:
<ul>
<li>16 megapixel Exmor R CMOS sensor</li>
<li>Wide zoom lens has 4x magnification</li>
<li>1 inch thick and 4 inches long</li>
<li>SteadyShot feature</li>
<li>3.5 inch OLED touch display</li>
<li>Panoramic Shot mode</li>
<li>Can capture as many as 10 frames per second</li>
<li>Records high defintion video with 1080 resolution</li>
</ul>"
6841541;Sony Alpha DSLR-SLT-A55 Digital Camera with 18-55mm zoom lens;Sony Alpha DSLR-SLT-A55 Digital Camera with 18-55mm zoom lens;"Long Description:

The Sony Alpha DSLR-SLT-A55 is a digital camera with a wide 18-55mm zoom lens. It produces high resolution 16.2 megapixel images with the help of translucent mirrors that direct light to its HD CMOS image sensor and the focusing sensor simultaneously. All the images you capture can be seen on the 3 inch LCD monitor. Here, you can also view the high definition 1080/60i video that you recorded. 

The Sony Alpha DSLR-SLT-A66 has several unique features such as a GPS receiver that is built into the camera to provide the location of all the footage you capture. Another feature is the panoramic shot mode. It produces one 360 degree image after you pan around, and it can display it in two or three dimensions. If you happen to be shooting a subject that is in motion, the DSLR-SLT-A55 can capture up to 10 frames per second.

Short Description:
<ul>
<li>16.2 megapixel HD CMOS sensor</li>
<li>18-55 mm zoom lens</li>
<li>3 inch LCD screen</li>
<li>Records high definition 1080/60i video</li>
<li>GPS receiver tags your location</li>
<li>Panoramic shot mode assemble 360 degree images</li>
<li>Motion shots can trigger 10 frames per second</li>
</ul>"
6841545;Sony MDR-AS20J Active Style Headphones with Soft Loop Hangers (Black);Sony MDR-AS20J Active Style Headphones with Soft Loop Hangers (Black);"The Sony MDR-AS20J is a set of Active Style Headphones with Soft Loop Hangers. They are ideal for use when you are physically active, because they feature a secure earloop design that prevents them from falling off. For added security, they have a clip that can attach the cord to your clothing in case they do fall off your ears. They are made with Meodymium drivers, which keep them lightweight and still powerful with a driver unit of 13.5 mm. 

They have a wide frequency, and the design of the MDR-AS20J will allow you to hear noises around you while listening to the high quality audio. This makes it perfect for when you are playing sports. Sony's MDR-AS20J headphones are ideal for when you are active, but they are compatible with any device that accepts a gold plated stereo mini plug. The cord is 3.9 feet, and it has a detachable extension if you need even more slack. 

Short Description:
<ul>
<li>Ideal for use during physical activity</li>
<li>Designed to fit around many sizes of ears to prevent them from falling</li>
<li>Cords extends to 3.9 feet, and it comes with a detachable extension</li>
<li>13.5 mm driver unit</li>
<li>Lets you clip the cord to your clothing for added security</li>
</ul>"
6841549;Sony MDRNC7/WHI Noise Canceling on-ear headphones (White);Sony MDRNC7/WHI Noise Canceling on-ear headphones (White);"Long Description:

The Sony MDRNC7/WHI is a set of noise canceling on-ear headphones that come in the color white. Their optimal performance lowers the sound of noise by over 85% in comparison to not wearing any headphones. When they are not in use, you can take advantage of their ability to fold and the earcups to swivel to help put them away. The Sony MDRNC7/WHI can also be used for listening to music without using up the battery. In fact, it comes with an airplane adapter to connect to their audio and video systems.  The MDRNC7/WHI headphones are powered by AAA batteries, and can last as long as 50 hours with alkaline batteries.

Short Description:
<ul>
<li>Reduces noise by over 85%</li>
<li>Headphones fold and earcups swivel to make them more portable</li>
<li>Using them for listening to music does not use up the battery</li>
<li>Uses AAA batteries for 50 hours of usage</li>
</ul>"
6841553;Sony MDR-XD100 Stereo Headphones;Sony MDR-XD100 Stereo Headphones;"Long Description:

The Sony MDR-XD100 are affordable stereo headphones with a driver unit of 40 mm. This means they have more power and dynamic range of delivering high quality audio to your ears. Plus, it has extended frequency for when you are monitoring and mixing in the studio. They have a closed back, circumaural design that surrounds your ear. When it comes to comfort, the MDR-XD100 stereo headphones deliver. The earcups are made out of padded urethane leather. They are adjustable, and they have an open top to let your hair flow around it. Additionally, the cord extends as far as 11.5 feet.

Short Description:
<ul>
<li>40 mm driver unit</li>
<li>Extended frequency</li>
<li>Closed back, circumaural design to surround your ear</li>
<li>Made out of padded urethane leather</li>
<li>Adjustable and open top</li>
<li>Cord length is 11.5 feet</li>
</ul>"
6841557;Sony MDR-J10 Clip-on Style Stereo Headphones (White);Sony MDR-J10 Clip-on Style Stereo Headphones (White);"Long Description:

These Sony MDR-J10 are clip-on style stereo headphones that are perfect for use when you are exercising, playing sports, or just being active. They are designed to securely be placed around your ear to prevent them from falling out. The cord is adjustable and can extend to become 4 feet long. 

The MDR-J10 utilizes a standard 3.5 mm input, which makes it work with all types of devices. This includes portable audio players, computers, and tablets. The high quality sound it delivers is supported by its 13.5 mm Neodymium drivers, which also help keep the Sony MDR-J10 lightweight. There is minimal sound leakage, and it allows you to hear surrounding noise in your physical environment.

Short Description:
<ul>
<li>Suitable for use during physical activity</li>
<li>Uses standard 3.5 mm input</li>
<li>Made with 13.5 mm Neodymium drivers</li>
<li>Sound leakage is minimal, and it lets you hear ambient noise around you</li>
<li>Adjustable cord extends to 4 feet</li>
</ul>"
6841561;Sony MDR-IF540RK Wireless Headphone System with Rechargeable Battery;Sony MDR-IF540RK Wireless Headphone System with Rechargeable Battery;"Long Description:

The Sony MDR-IF540RK is a wireless headphone system with a rechargeable battery. It utilizes a 30 mm driver unit for superior audio quality. They have a transmission range that can go as far as 24 feet from the transmitter. A great feature it has is the ability to add vibrations when you are watching a movie or playing a video game. The MDR-IF540RK wireless headphones are ideal for listening to all kinds of music due to its high resolution and vocal clarity. The headphones work by sending infrared signals to your headphones. They will not get interrupted unless any physical obstacles come between the headphones and the transmitter.

Short Description:
<ul>
<li>Reproduces high quality audio with a 30 mm driver</li>
<li>Transmission range is 24 feet</li>
<li>Comes with a transmitter that sends infrared signals to the headphones</li>
<li>Walls and furniture can disrupt the signal</li>
<li>Vibration effects occur when you are watching a movie or playing a video game</li>
</ul>"
6841565;Sony MDR-J10 h.ear Headphones with Non-Slip Design (Blue);Sony MDR-J10 h.ear Headphones with Non-Slip Design (Blue);"Long Description:

The Sony MDR-J10 h.ear are Neodymium driver headphones that are designed to keep from falling off your ear. Its earclip design helps achieve this, which makes the MDR-J10 headphones perfect for when you are on the go. The 13.5 mm Neodymium drivers keep the headphones light while providing high quality sound for you to enjoy when you plug the headphones into the many devices that accept the standard 3.5 mm input cord. The adjustable cord has a length of 4 feet, which should give you plenty of slack. The sound quality it provides is clear, and the MDR-J10 gives you the ability to hear surrounding ambient noise while minimizing any sound from leaking out.

Short Description:
<ul>
<li>Ideal for use during physical activity</li>
<li>Made with 13.5 mm Neodymium drivers</li>
<li>Standard 3.5 mm input is compatible with many devices</li>
<li>Adjustable cord extends up to 4 feet</li>
<li>Allows you to hear surrounding ambient noise without letting its sound leak</li>
</ul>"
6841569;Sony MDR-J10 h.ear Headphones with Non-Slip Design (Black);Sony MDR-J10 h.ear Headphones with Non-Slip Design (Black);"Long Description:

The Sony MDR-J10 h.ear are a set of headphones that are designed to be placed  securely around your ear without sacrificing comfort. This makes them perfect for use during any physical activity including working out alone and playing sports. They are great for playing sports, because they allow you to hear surrounding environmental noises for safety. They provide high quality audio with a 13.5 mm Neodymium driver that provides deep bass, while keeping the MDR-J10 compact. In addition, the Sony MDR-J10 has an adjustable 4 foot cord with enough slack for your comfort without it tangling up.

Short Description:
<ul>
<li>13.5 mm Neodymium driver</li>
<li>Open-air design clips comfortably in your ears</li>
<li>Ideal for use during physical activity, because they are designed not to slip out of your ears</li>
<li>Lets you hear external noises for safety </li>
<li>Adjustable 4 foot cord</li>
</ul>"
